"source" "target" "tag"
"463" 53 64 "MrVenus"
"464" 40 64 "Pleasant Riderhood"
"465" 63 64 "Silas Wegg"
"466" 53 64 "Sloppy"
"467" 61 65 "Bradley Headstone"
"468" 61 65 "Eugene Wrayburn"
"469" 61 65 "Lizzie Hexam"
"470" 57 65 "Miss Peecher"
"471" 62 65 "Mortimer Lightwood"
"472" 61 65 "Reverend  FrankMilvey"
"473" 57 65 "Rogue Riderhood"
"474" 62 66 "Abbey Potterson"
"475" 64 66 "Bella Wilfer"
"476" 64 66 "Betty Higden"
"477" 59 66 "Blight"
"478" 65 66 "Eugene Wrayburn"
"479" 59 66 "Fledgeby"
"480" 55 66 "George Sampson"
"481" 61 66 "Jenny Wren"
"482" 64 66 "John Harmon"
"483" 42 66 "Johnny"
"484" 55 66 "Lavinia Wilfer"
"485" 65 66 "Lizzie Hexam"
"486" 50 66 "Lord Snigsworth"
"487" 52 66 "Melvin Twemlow"
"488" 65 66 "Mortimer Lightwood"
"489" 64 66 "Mr Boffin"
"490" 62 66 "Mr Inspector"
"491" 59 66 "Mr Riah"
"492" 50 66 "Mr Veneering"
"493" 55 66 "Mr Wilfer"
"494" 64 66 "Mrs Boffin"
"495" 55 66 "Mrs Wilfer"
"496" 64 66 "Sloppy"
"497" 66 67 "Bella Wilfer"
"498" 66 67 "Betty Higden"
"499" 50 67 "Boots Brewer"
"500" 65 67 "Bradley Headstone"
"501" 66 67 "Eugene Wrayburn"
"502" 66 67 "John Harmon"
"503" 50 67 "Lady Tippins"
"504" 66 67 "Melvin Twemlow"
"505" 66 67 "Mortimer Lightwood"
"506" 66 67 "Mr Boffin"
"507" 66 67 "Mr Veneering"
"508" 50 67 "Mrs  Veneering"
"509" 66 67 "Mrs Boffin"
"510" 50 67 "Mrs Podsnap"
"511" 65 67 "Rogue Riderhood"
"512" 52 67 "Sophronia Akershem"
